Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalLiabilities,JobTenure,NetWorth,LoanToIncomeRatio,SavingsToLoanRatio
46,76079,606,2,0,155535,12,2711,0.117,0.428,0,0,0,21,25,67917,12732,61282,8,128610,2.0443611987381702,0.4366641806398518
48,97814,533,0,4,29826,12,3670,0.232,0.45,0,0,0,48,10,61929,24517,55637,6,354564,0.3049225578898942,2.07627317531096
70,53171,850,1,2,67885,60,1596,0.183,0.36,0,3,0,21,35,11633,15511,43592,9,182524,1.276705784999624,0.1713608107709984
26,53705,546,1,3,14346,84,973,0.402,0.217,0,4,0,31,3,21494,10493,8651,8,250750,0.2671209920679254,1.4981529239562277
52,88375,664,0,2,31120,24,727,0.227,0.099,0,0,0,33,13,22361,19024,44341,16,74348,0.3521318004888205,0.7185180424793548
66,127611,684,0,2,164047,120,4057,0.259,0.382,0,2,0,43,28,54756,33912,184101,10,237095,1.2855139015139645,0.333780356968692
64,70405,714,1,0,120619,84,3182,0.261,0.542,0,1,0,10,14,17697,18618,92500,5,238534,1.7131920574950998,0.1467169623611341
19,67672,543,0,1,141527,60,1819,0.258,0.323,0,0,0,18,0,1195,3376,210820,0,1359,2.0913362788704504,0.0084435588717426
65,53136,658,0,3,41825,84,890,0.335,0.201,0,4,0,9,40,35299,9867,72606,6,157334,0.7871163219602161,0.8439487400181706
47,53311,817,0,1,75698,72,1219,0.344,0.274,0,0,0,9,14,22348,15396,109293,1,189189,1.419905462184874,0.2952218655464405
63,104014,803,1,0,134574,48,1034,0.459,0.119,0,1,0,45,16,73357,6696,123394,12,34993,1.2937941643032256,0.545101244659112
58,15395,565,1,4,12433,36,551,0.128,0.429,0,3,0,12,17,5362,3912,6679,0,31430,0.8075474149129644,0.4312369309956571
29,149971,831,0,1,186106,72,670,0.353,0.054,0,2,0,6,4,89336,30064,100313,7,535378,1.2409383084842505,0.4800249318940179
32,37154,576,2,1,58671,24,1069,0.473,0.345,0,1,0,8,12,28569,5584,22719,6,111079,1.5790876059749697,0.4869273247886556
69,24886,600,0,4,38354,72,801,0.236,0.386,0,1,0,2,43,6069,3688,55110,19,44506,1.541125889018363,0.1582323034806413
40,41961,543,0,1,37523,72,1534,0.253,0.439,0,3,1,48,11,22449,6504,73662,6,31512,0.8942138124970211,0.5982571154461145
38,50386,510,1,1,98408,72,1105,0.188,0.263,0,3,0,30,15,44665,12615,176973,10,64789,1.9530434437454105,0.4538710890264102
31,25475,585,0,3,23701,84,691,0.279,0.325,0,3,0,42,7,2526,4029,42587,13,11779,0.930326581880986,0.1065732849548561
43,65488,681,0,0,89963,120,988,0.169,0.181,0,2,0,29,15,45714,7121,175930,20,15185,1.3737116156911848,0.5081365879685208
65,82940,582,2,0,57998,24,2341,0.135,0.339,0,4,0,41,18,65351,19586,46732,16,302886,0.6992681544712507,1.126760806220797
67,92389,690,1,2,108226,36,399,0.251,0.052,0,1,0,10,28,50997,24824,210234,3,-5368,1.1714038315835047,0.4712040433533221
24,54072,608,0,1,31227,72,349,0.096,0.077,0,3,0,12,2,16273,11663,46841,3,170433,0.5774970872709115,0.5211028564109133
42,31490,634,1,2,25123,120,1063,0.093,0.405,0,0,0,17,20,19947,8366,39185,24,43244,0.7977834936966117,0.7939420474446744
33,95913,588,0,3,73670,36,2710,0.02,0.339,0,0,0,25,14,82569,28616,30726,10,529202,0.7680839085013658,1.1207802255975894
61,71128,633,1,4,109983,84,1291,0.669,0.218,0,2,0,26,16,29307,5829,215682,14,78517,1.546246959749188,0.2664660314227524
31,25014,675,0,0,32014,24,281,0.16,0.135,0,3,0,47,6,14868,3728,37898,13,59722,1.279792124725165,0.4644073090738716
58,54617,547,0,0,73770,36,433,0.11,0.095,0,4,0,40,38,44876,14337,41904,1,212618,1.3506536306712074,0.6083149204972144
42,88709,574,0,4,34468,120,1756,0.121,0.238,0,3,0,16,21,71769,2155,37284,11,330696,0.3885469507383609,2.08213177057646
52,54453,668,2,4,13005,12,2075,0.412,0.457,0,1,0,16,30,19991,15033,20574,4,175621,0.2388254306387042,1.5370598185452868
45,29295,679,1,1,24014,36,436,0.218,0.179,0,3,1,36,13,5573,6470,33833,6,5098,0.8197023484434736,0.2320632937747241
27,53898,601,0,4,41059,84,2329,0.205,0.519,0,1,0,17,7,5667,2421,47642,4,212763,0.7617766563387076,0.1380175353141743
35,85070,643,1,1,161776,120,1066,0.025,0.15,0,1,0,18,9,47327,9536,183929,13,62819,1.901658614569007,0.2925446756955562
72,51388,497,0,1,96579,120,941,0.635,0.22,0,2,0,36,26,11265,6408,56758,18,124217,1.8793710716301155,0.1166390557051149
25,33458,668,0,0,4842,60,943,0.108,0.338,0,3,1,1,3,25638,3380,8853,2,185469,0.144714426611674,5.293826140821805
56,48651,699,0,1,103277,12,1754,0.524,0.433,0,0,0,40,21,1143,3249,89350,15,129799,2.1227698758529967,0.0110672166385871
30,85722,688,0,3,142228,36,3413,0.22,0.478,0,0,0,46,10,40078,5837,169093,7,-74891,1.6591579856047969,0.2817850086831799
41,53222,624,0,1,78196,72,735,0.084,0.166,0,2,0,26,19,35523,15056,126268,18,60056,1.4692144373673035,0.4542757394784966
59,41318,508,0,4,19414,84,1131,0.32,0.328,0,0,0,24,30,20382,6490,19050,22,61999,0.4698564824898957,1.0498068503734226
37,118640,613,0,1,42947,48,5273,0.617,0.533,0,3,0,6,14,1506,16111,75963,15,480333,0.3619912172014733,0.0350656607991059
24,218345,850,0,1,213982,36,4484,0.2,0.246,0,3,0,42,3,105626,11906,143994,6,775860,0.9800133732699478,0.4936186519489866
44,102619,730,0,1,194925,72,513,0.411,0.06,0,2,0,9,10,88632,1696,282893,0,-96290,1.899483531475346,0.4546956280845038
50,46389,648,2,1,61365,72,1095,0.621,0.283,1,2,0,31,14,10406,12979,83477,1,146344,1.3228066393619315,0.1695727275690121
28,88709,625,2,1,165017,60,2950,0.146,0.399,0,1,0,31,9,28993,3032,219584,2,203166,1.8601848720550107,0.1756959846804591
74,30787,701,0,0,65137,120,137,0.176,0.053,0,2,0,35,26,27091,5409,87756,7,-5974,2.11566194621281,0.4159016242439129
34,79887,620,0,1,85544,24,3615,0.398,0.543,0,3,0,22,5,9021,22261,83767,12,157819,1.0707991187662729,0.1054532702086621
71,106257,769,0,1,24303,12,3781,0.075,0.427,0,3,0,19,38,53604,17624,39036,0,493889,0.2287168966101375,2.205562870309414
64,36767,621,0,1,44961,12,1149,0.67,0.375,0,2,0,25,45,21281,8955,56568,1,71496,1.222829634464752,0.4733107957831057
32,36125,711,0,4,8402,60,466,0.238,0.155,0,4,0,7,6,27302,755,11811,6,158513,0.2325748768200188,3.2490777103415445
45,64882,588,2,0,142458,72,1256,0.293,0.232,0,2,1,10,23,32871,6251,221947,20,93881,2.1956136430189725,0.2307400725822868
48,61806,687,0,1,88238,12,475,0.45,0.092,0,4,0,17,23,34348,6278,99792,3,229437,1.4276376462213018,0.3892609843719897
45,80659,694,0,1,138111,48,754,0.12,0.112,0,1,0,17,24,11860,20585,248064,0,162405,1.71226134391272,0.0858723354958294
44,50251,685,2,4,32161,120,1547,0.435,0.369,0,2,1,17,22,39999,2122,12417,21,82836,0.6399944280824644,1.2436726571730614
33,42725,487,2,3,42088,36,1281,0.168,0.36,0,3,0,45,10,33273,11778,70126,3,9909,0.98506764031269,0.790539095725724
50,94906,706,1,3,149126,12,2956,0.221,0.374,1,3,0,43,23,44183,3896,219390,14,148065,1.5712855742990506,0.2962776693690612
35,64062,661,0,1,140072,48,1313,0.298,0.246,0,1,1,21,12,47684,1730,227983,15,-53684,2.1864726909448517,0.3404224939852791
74,37574,582,0,0,23552,48,176,0.218,0.056,0,0,0,22,39,12450,8782,17560,19,113343,0.6267997338656022,0.5285950834288625
74,37764,806,1,1,56057,12,263,0.243,0.084,0,1,0,41,17,26426,4994,46177,6,168972,1.484363828942142,0.4714046166470441
40,44201,465,0,1,33074,36,799,0.38,0.217,0,0,0,1,7,16915,4063,62254,3,34807,0.7482466856703317,0.5114134542705971
74,37462,735,0,1,73582,12,769,0.564,0.246,0,3,0,40,34,28543,10875,119473,20,49624,1.964124602941569,0.3879020969517415
26,40326,532,0,0,24072,12,412,0.544,0.123,0,0,0,38,4,28182,11218,17783,2,107990,0.5969201775485407,1.170689153823786
36,99771,803,0,1,104132,24,1572,0.018,0.189,0,2,0,25,12,2493,9246,60540,16,393206,1.0436996351681835,0.0239405375817464
53,56622,635,0,3,36958,24,2194,0.365,0.465,0,0,0,43,31,24234,14366,67423,4,135333,0.6527029652261449,0.6556995589707514
73,64182,613,2,3,83409,36,2236,0.488,0.418,0,3,0,4,38,42773,15095,119440,10,120730,1.2995497250050636,0.5128042201174919
58,51753,766,0,4,51636,36,1261,0.062,0.292,1,4,0,13,14,34429,1666,75621,0,127431,0.9977199829964832,0.6667505858202452
63,53505,628,0,1,72859,72,1960,0.411,0.44,0,3,0,38,37,27922,8248,26805,4,260649,1.3616977535229693,0.3832281087016195
62,86518,723,0,2,25158,72,1452,0.361,0.201,0,0,0,0,40,14058,5647,44778,4,164494,0.2907800598712421,0.5587662466711714
46,96666,811,2,0,206038,24,2788,0.289,0.346,0,3,0,41,25,26574,10422,187480,12,223400,2.1314202364819432,0.1289755822926727
60,52093,611,2,1,17670,12,798,0.117,0.184,0,1,1,3,40,31995,5023,19675,20,237901,0.3391945329596498,1.810593627978043
36,30646,837,0,3,65520,84,659,0.261,0.258,0,1,0,31,7,5800,8647,101416,14,-69230,2.137892779064835,0.0885212374658506
73,122055,670,0,1,142940,36,2354,0.612,0.231,0,1,0,28,47,9919,22158,239004,16,206501,1.1711017893425968,0.0693922667394239
49,114015,518,0,3,46869,48,2719,0.178,0.286,0,1,0,17,16,7008,25864,41132,21,241632,0.4110738843671063,0.1495199487945381
55,54239,497,0,1,53311,60,613,0.158,0.136,0,1,0,24,16,9615,12909,53437,7,15541,0.982872418879056,0.1803533913565426
26,103138,787,0,1,136132,36,4095,0.32,0.476,0,3,1,36,5,20912,28850,81776,4,65305,1.3198886938985253,0.1536144799571007
19,56311,658,1,4,115071,84,2009,0.167,0.428,0,2,0,17,0,23191,2330,121890,1,145667,2.043454325898565,0.201534691323693
18,52223,548,2,4,60194,48,1184,0.324,0.272,0,2,0,14,0,46115,9017,43102,0,71775,1.152611825980392,0.7660935293629039
24,271847,689,0,3,189256,72,11393,0.498,0.503,0,1,0,37,4,244573,21992,101918,1,952946,0.6961831611783055,1.292279809993818
66,38943,611,1,1,71413,12,948,0.071,0.292,0,3,0,4,25,7152,1648,96447,21,95111,1.8337356203779789,0.100148430279777
73,74266,684,1,4,34983,48,2500,0.285,0.404,0,3,1,33,16,45521,9831,43640,3,85798,0.4710436667698978,1.301194831923165
71,114721,618,0,0,233886,60,3112,0.263,0.326,0,3,0,22,19,7361,28886,412744,11,-216705,2.0387196875926152,0.03147246319804
49,37107,671,0,1,80316,48,1289,0.604,0.417,0,0,0,23,24,18349,4108,52211,1,77591,2.164385038266681,0.2284572381936576
31,79798,778,2,3,20921,48,1147,0.433,0.172,1,3,0,3,4,7411,11415,32340,12,173922,0.2621712051529468,0.3542204378166523
67,108162,648,0,0,72621,12,3151,0.379,0.35,0,1,0,4,41,82797,17948,82798,23,183965,0.6714033449516008,1.1401090578612545
64,81806,672,0,4,62656,84,1378,0.207,0.202,0,0,0,8,32,29068,22585,112554,21,151175,0.7659002285867957,0.4639226263625772
61,42028,694,0,3,19298,12,1169,0.464,0.334,0,1,0,19,34,11860,8456,28314,3,44818,0.4591591520140855,0.6145396134514741
65,33995,579,0,3,41839,60,959,0.679,0.339,0,3,0,40,45,12919,3392,72879,0,-19195,1.2307036121896693,0.3087715105162524
24,59633,607,0,1,100446,12,1921,0.227,0.387,0,3,0,36,2,39877,8260,118134,4,176036,1.6843746855820505,0.3969954304259958
74,40263,657,0,4,83828,72,933,0.395,0.278,0,3,0,48,39,11164,1316,163123,22,-21957,2.081959070137095,0.133175869925682
44,21936,634,1,0,10510,72,242,0.188,0.132,0,0,0,28,21,17602,5694,17261,3,81441,0.4790992387290878,1.674626581676339
37,51362,616,1,4,99198,48,763,0.184,0.178,0,3,0,41,7,1295,14562,88325,7,-16879,1.9313124233397585,0.0130545670823294
67,123327,775,0,4,179538,72,2323,0.345,0.226,0,0,0,17,15,46888,24992,125535,20,187202,1.4557764660093409,0.2611577428859468
38,115781,713,0,1,143007,120,2251,0.161,0.233,0,1,0,9,6,40827,23612,226509,9,-9921,1.235140177229621,0.2854875251734168
64,117591,622,2,3,169932,36,2717,0.013,0.277,0,1,0,16,19,51649,26383,208348,3,129635,1.4450983060072111,0.3039374341652298
26,43478,638,0,1,73676,120,296,0.468,0.082,0,3,0,29,5,13362,11574,100710,7,66736,1.694519193173716,0.1813591758622093
66,58153,760,2,4,110599,24,832,0.168,0.172,0,2,0,10,20,46630,4758,156400,12,109190,1.9018296247893525,0.4216094032549728
25,92541,697,1,3,76305,84,1123,0.076,0.146,0,3,0,36,4,14736,2296,101697,6,16644,0.8245445311318105,0.1931171860666264
33,49723,572,0,1,63756,48,2156,0.129,0.52,0,2,0,4,12,25370,7159,26040,14,229683,1.2821977314777573,0.3979170914566243
41,12782,563,0,0,24798,60,442,0.652,0.415,0,1,0,45,11,4571,1374,44383,16,-11092,1.93992020652429,0.1843219484656639
65,62496,755,0,4,60091,12,868,0.208,0.167,0,3,0,20,27,16476,834,25738,4,261729,0.9615021521033008,0.2741795912933502
56,31144,714,0,2,57943,24,1251,0.36,0.482,0,3,0,16,23,21110,2173,44350,18,115111,1.8604270348370524,0.3643172718486815
38,116313,724,1,1,103007,48,1796,0.6,0.185,0,2,1,3,11,14426,15875,130521,17,46683,0.8855941675120794,0.140047374961168
27,41772,728,0,1,86941,12,1487,0.02,0.427,0,3,0,2,3,10734,11081,68439,6,7895,2.0812725923443374,0.123461618090221
22,57022,700,0,4,98676,36,2132,0.446,0.449,0,0,1,24,2,22946,5153,91344,0,8197,1.7304596390929976,0.2325364573304822
36,44290,725,0,1,38934,48,1278,0.169,0.346,0,3,0,6,8,3702,4736,75314,6,91607,0.8790499198482762,0.095081546166688
38,41729,619,1,0,18871,60,305,0.214,0.088,0,2,0,26,7,159,10632,16566,2,153481,0.4522166307213036,0.0084251801610852
48,54457,684,0,4,63280,84,1693,0.24,0.373,0,2,0,27,9,47369,4453,104625,18,4986,1.1619964008961037,0.7485501177288602
69,51588,747,2,3,110883,12,484,0.374,0.113,0,3,1,26,38,27779,4125,87853,15,190608,2.149353544360232,0.2505230691533494
56,50079,520,0,1,104310,24,386,0.091,0.092,0,3,0,19,19,2592,5475,199804,21,-56175,2.0828674121405752,0.0248487695449185
37,20783,505,0,4,16655,120,253,0.716,0.146,0,3,0,25,12,8363,3818,23402,8,27833,0.8013375673595073,0.5021013448607109
41,44229,700,0,2,18323,48,1862,0.173,0.505,0,1,0,24,15,11883,8869,23456,19,81234,0.4142663350666968,0.6484937786509496
69,36859,683,1,4,54678,60,1186,0.169,0.386,0,4,0,1,48,29250,432,68270,18,69235,1.4833966359196962,0.5349402878618849
69,80798,788,1,4,13024,60,2784,0.502,0.413,0,2,0,45,38,10810,18123,18173,1,54879,0.1611901137390314,0.8299424184261036
72,40847,701,0,1,70312,84,1350,0.297,0.397,0,2,0,8,24,24702,11569,57997,6,172612,1.7213082647865257,0.351314835094506
34,79485,736,0,1,150207,12,2489,0.399,0.376,0,3,0,27,7,15710,3761,183439,12,68041,1.8897290088820675,0.1045883042181508
62,58557,690,1,0,13182,24,2151,0.204,0.441,0,3,0,0,41,6812,12870,14345,0,199968,0.225110147204481,0.5167260866267163
64,112479,673,0,2,53648,48,4861,0.239,0.519,0,3,0,16,41,46835,30460,58558,3,96244,0.4769559032716927,0.8729892449067084
57,42647,590,0,1,83495,24,333,0.328,0.094,0,4,0,13,16,30213,8813,34099,6,145274,1.9577705871318705,0.3618496694452429
71,70280,596,0,0,66589,84,1616,0.55,0.276,0,3,0,39,29,40290,7588,118613,7,147914,0.947468021229066,0.6050458026730741
23,32393,722,0,1,11222,72,822,0.148,0.305,0,1,0,15,1,26287,1657,19250,3,87118,0.3464221769463481,2.342243606878731
57,43425,632,1,1,95111,84,1464,0.327,0.405,0,1,0,31,34,19960,9601,150862,3,60217,2.1901856030949203,0.2098578517957776
41,35366,691,0,3,71383,60,953,0.139,0.323,0,1,0,33,15,20036,8161,63864,6,87407,2.0183504396754035,0.2806791437857223
51,54836,637,0,1,12455,84,804,0.619,0.176,0,3,0,44,20,43555,5270,11618,21,194226,0.227127669274395,3.496708413615928
27,43205,597,1,1,14512,120,604,0.178,0.168,0,1,0,30,4,4488,770,7268,8,205714,0.3358792760264778,0.309239991731551
65,85411,535,0,0,35404,84,1346,0.459,0.189,0,0,0,14,27,17167,24104,17620,10,232711,0.414508499976584,0.4848750176528739
56,110551,681,0,2,198674,84,2859,0.195,0.31,0,1,0,2,29,89294,614,278406,9,-52129,1.7971090527534554,0.4494475902856424
43,73946,481,0,0,147583,36,717,0.137,0.116,0,1,0,5,11,47,12442,237496,22,88383,1.9957942850960824,0.0003184627059843
41,39164,579,0,4,26506,24,1282,0.354,0.393,0,0,0,6,7,3835,1857,14063,3,33076,0.6767777352227754,0.144678764100049
